trilha_nome,curso_nome,curso_link,modulo_id,modulo_nome,aula_id,aula_nome,aula_slug,aula_link,aula_concluida,aula_sumario,aula_conteudo_html
Trilha de Engenharia de Dados + IA,WORKSHOP #14 | Extração de Dados de PDF e Regex,https://jornadadedados.alpaclass.com/c/cursos/ykcFRL?from=contents,143191,Workshop Completo,764737,Conteúdo,6MUD4P,https://jornadadedados.alpaclass.com/c/cursos/ykcFRL?lessonSlug=6MUD4P,False,https://github.com/fabiocantarimm/101-regex-pdf,"<p><a href=""https://github.com/fabiocantarimm/101-regex-pdf"">https://github.com/fabiocantar...</a></p>"
Trilha de Engenharia de Dados + IA,WORKSHOP #10 | Estratégia Event-Driven e Filas com Amazon SQS,https://jornadadedados.alpaclass.com/c/cursos/6mkVb9?from=contents,99840,Workshop na íntegra,508359,Parte 01,LhZtzD,https://jornadadedados.alpaclass.com/c/cursos/6mkVb9?lessonSlug=LhZtzD,False,,
Trilha de Engenharia de Dados + IA,WORKSHOP #10 | Estratégia Event-Driven e Filas com Amazon SQS,https://jornadadedados.alpaclass.com/c/cursos/6mkVb9?from=contents,99840,Workshop na íntegra,627338,Parte 02,Hnfnbu,https://jornadadedados.alpaclass.com/c/cursos/6mkVb9?lessonSlug=Hnfnbu,False,,
Trilha de Engenharia de Dados + IA,WORKSHOP #10 | Estratégia Event-Driven e Filas com Amazon SQS,https://jornadadedados.alpaclass.com/c/cursos/6mkVb9?from=contents,99840,Workshop na íntegra,627339,Parte 03,ZVKlLK,https://jornadadedados.alpaclass.com/c/cursos/6mkVb9?lessonSlug=ZVKlLK,False,,
Trilha de Engenharia de Dados + IA,WORKSHOP #11 | Arquitetura Streaming com Kafka,https://jornadadedados.alpaclass.com/c/cursos/aElW1w?from=contents,99841,Workshop Kafka,508360,Parte 01,iHuSS6,https://jornadadedados.alpaclass.com/c/cursos/aElW1w?lessonSlug=iHuSS6,False,Parte 01 do Workshop,
Trilha de Engenharia de Dados + IA,WORKSHOP #11 | Arquitetura Streaming com Kafka,https://jornadadedados.alpaclass.com/c/cursos/aElW1w?from=contents,99841,Workshop Kafka,668830,Parte 02,3kRnIv,https://jornadadedados.alpaclass.com/c/cursos/aElW1w?lessonSlug=3kRnIv,False,,
Trilha de Engenharia de Dados + IA,WORKSHOP #11 | Arquitetura Streaming com Kafka,https://jornadadedados.alpaclass.com/c/cursos/aElW1w?from=contents,99841,Workshop Kafka,668831,Parte 03,yKQItO,https://jornadadedados.alpaclass.com/c/cursos/aElW1w?lessonSlug=yKQItO,False,,
Trilha de Engenharia de Dados + IA,Workshop #16 | Observabilidade em Pipeline de Dados,https://jornadadedados.alpaclass.com/c/cursos/4Lq3Gm?from=contents,154355,Workshop Observabilidade,823465,Conteúdo,k1uuQA,https://jornadadedados.alpaclass.com/c/cursos/4Lq3Gm?lessonSlug=k1uuQA,False,,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p><a href=""https://github.com/lvgalvao/dataeng-observability-workshop"">https://github.com/lvgalvao/da...</a></p></body></html>
"
Trilha de Engenharia de Dados + IA,WORKSHOP #13 | Infraestrutura as a Code,https://jornadadedados.alpaclass.com/c/cursos/3tApTg?from=contents,99842,Workshop na íntegra,508361,Parte 01,PU6fg1,https://jornadadedados.alpaclass.com/c/cursos/3tApTg?lessonSlug=PU6fg1,False,,
Trilha de Engenharia de Dados + IA,WORKSHOP #13 | Infraestrutura as a Code,https://jornadadedados.alpaclass.com/c/cursos/3tApTg?from=contents,99842,Workshop na íntegra,718092,Parte 02,lS4Bdv,https://jornadadedados.alpaclass.com/c/cursos/3tApTg?lessonSlug=lS4Bdv,False,,
Trilha de Engenharia de Dados + IA,Workshop #19 | Data Sprint : Dos requisitos ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/d56SKg?from=contents,167291,Parte 01,894803,1/2,GqmpJB,https://jornadadedados.alpaclass.com/c/cursos/d56SKg?lessonSlug=GqmpJB,False,,
Trilha de Engenharia de Dados + IA,Workshop #19 | Data Sprint : Dos requisitos ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/d56SKg?from=contents,167291,Parte 01,894804,2/2,nDOgmz,https://jornadadedados.alpaclass.com/c/cursos/d56SKg?lessonSlug=nDOgmz,False,,
Trilha de Engenharia de Dados + IA,Workshop #19 | Data Sprint : Dos requisitos ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/d56SKg?from=contents,167292,Parte 02,894802,Conteúdo,D79sxC,https://jornadadedados.alpaclass.com/c/cursos/d56SKg?lessonSlug=D79sxC,False,,
Trilha de Engenharia de Dados + IA,WORKSHOP #21 | DevOps e Kubernetes para Dados,https://jornadadedados.alpaclass.com/c/cursos/ZTHpS1?from=contents,99843,Conteúdo,508362,Conceito DevOps,pkPWsf,https://jornadadedados.alpaclass.com/c/cursos/ZTHpS1?lessonSlug=pkPWsf,False,,
Trilha de Engenharia de Dados + IA,WORKSHOP #21 | DevOps e Kubernetes para Dados,https://jornadadedados.alpaclass.com/c/cursos/ZTHpS1?from=contents,99843,Conteúdo,976120,Kubernetes hands-on,xiSFJt,https://jornadadedados.alpaclass.com/c/cursos/ZTHpS1?lessonSlug=xiSFJt,False,,
Trilha de Engenharia de Dados + IA,WORKSHOP #21 | DevOps e Kubernetes para Dados,https://jornadadedados.alpaclass.com/c/cursos/ZTHpS1?from=contents,99843,Conteúdo,976121,Dúvidas e Considerações Finais,5rhC6A,https://jornadadedados.alpaclass.com/c/cursos/ZTHpS1?lessonSlug=5rhC6A,False,,
Trilha de Web Scraping,Bootcamp Avançado Python com Webscraping 1-5,https://jornadadedados.alpaclass.com/c/cursos/3EH16P?from=contents,125313,Aula 01 - Introdução,643988,Vídeo aula,e4PVba,https://jornadadedados.alpaclass.com/c/cursos/3EH16P?lessonSlug=e4PVba,False,,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p>Repo do projeto:&nbsp;<a href=""https://github.com/FabioCantarimM/Workshop_Crawler"">https://github.com/FabioCantar...</a></p><p>Repo do Workshop:&nbsp;<a href=""https://github.com/FabioCantarimM/101-webscraping"">https://github.com/FabioCantar...</a></p></body></html>
"
Trilha de Web Scraping,Bootcamp Avançado Python com Webscraping 1-5,https://jornadadedados.alpaclass.com/c/cursos/3EH16P?from=contents,125884,Aula 02 - Case Pão de Açúcar: Scroll Infinoto,646531,Vídeo aula,Iil09W,https://jornadadedados.alpaclass.com/c/cursos/3EH16P?lessonSlug=Iil09W,False,,
Trilha de Web Scraping,Bootcamp Avançado Python com Webscraping 1-5,https://jornadadedados.alpaclass.com/c/cursos/3EH16P?from=contents,126158,Aula 03 - Lidando com Token,648118,Vídeo,NphC4h,https://jornadadedados.alpaclass.com/c/cursos/3EH16P?lessonSlug=NphC4h,False,,
Trilha de Web Scraping,Bootcamp Avançado Python com Webscraping 1-5,https://jornadadedados.alpaclass.com/c/cursos/3EH16P?from=contents,126380,Aula 04 - Man in the middle (tudo deu errado),649142,Vídeo,Mx7IKD,https://jornadadedados.alpaclass.com/c/cursos/3EH16P?lessonSlug=Mx7IKD,False,,
Trilha de Web Scraping,Bootcamp Avançado Python com Webscraping 1-5,https://jornadadedados.alpaclass.com/c/cursos/3EH16P?from=contents,126448,Aula 05 - Man in the middle e proxies (danto tudo certo),649364,Aula,UvvTgr,https://jornadadedados.alpaclass.com/c/cursos/3EH16P?lessonSlug=UvvTgr,False,,
Trilha de Web Scraping,Bootcamp Avançado Python com Webscraping 6-10,https://jornadadedados.alpaclass.com/c/cursos/of3Olo?from=contents,124355,Aula 06 - Web Scraping Companhia Aérea,639606,Vídeo aula,v9Mbx4,https://jornadadedados.alpaclass.com/c/cursos/of3Olo?lessonSlug=v9Mbx4,False,"Link do github
https://github.com/FabioCantarimM/semana-voo/tree/main/src?","<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p>Link do github<br><a href=""https://github.com/FabioCantarimM/semana-voo/tree/main/src"">https://github.com/FabioCantar...</a>?</p></body></html>
"
Trilha de Web Scraping,Bootcamp Avançado Python com Webscraping 6-10,https://jornadadedados.alpaclass.com/c/cursos/of3Olo?from=contents,127653,Aula 07 - Como estruturar nossa aplicação e nosso código,654871,Aula,UYeaz1,https://jornadadedados.alpaclass.com/c/cursos/of3Olo?lessonSlug=UYeaz1,False,,
Trilha de Web Scraping,Bootcamp Avançado Python com Webscraping 6-10,https://jornadadedados.alpaclass.com/c/cursos/of3Olo?from=contents,128147,Aula 08 - Projeto final 1/3,658099,Aula,x5gFAX,https://jornadadedados.alpaclass.com/c/cursos/of3Olo?lessonSlug=x5gFAX,False,,
Trilha de Web Scraping,Bootcamp Avançado Python com Webscraping 6-10,https://jornadadedados.alpaclass.com/c/cursos/of3Olo?from=contents,128148,Aula 09 - Projeto final 2/3,658101,Aula,lmXW79,https://jornadadedados.alpaclass.com/c/cursos/of3Olo?lessonSlug=lmXW79,False,,
Trilha de Web Scraping,Bootcamp Avançado Python com Webscraping 6-10,https://jornadadedados.alpaclass.com/c/cursos/of3Olo?from=contents,128866,Aula 10 - Projeto final 3/3,661565,Aula,7zSFBa,https://jornadadedados.alpaclass.com/c/cursos/of3Olo?lessonSlug=7zSFBa,False,,
Workshops Clássicos,WORKSHOP #1 | Como estruturar o seu projeto de dados do zero,https://jornadadedados.alpaclass.com/c/cursos/xT50VO?from=contents,99826,Workshop na íntegra,508345,WORKSHOP #1 | Como estruturar o seu projeto de dados do zero,GeFmUt,https://jornadadedados.alpaclass.com/c/cursos/xT50VO?lessonSlug=GeFmUt,False,"Uma imersão de 4 horas dividindo tela e mostrando os caminhos pra colocar um projeto de dados online, melhorando seu portfólio.","<p>Link do repositório</p><p><a href=""https://github.com/lvgalvao/DataProjectStarterKit"">https://github.com/lvgalvao/Da...</a></p>"
Workshops Clássicos,WORKSHOP #2 | Do Jupyter Notebook pro Deploy,https://jornadadedados.alpaclass.com/c/cursos/SCeJfe?from=contents,99829,Workshop na íntegra,508349,WORKSHOP #2 | Do Jupyter Notebook pro Deploy - PARTE 1,CSakae,https://jornadadedados.alpaclass.com/c/cursos/SCeJfe?lessonSlug=CSakae,False,"Nessa primeira parte da imersão que foi mais extensa, iniciamos do básico em Jupyte até finalizar os ambientes no projeto.","<p>Link do repositório 01:&nbsp;<a href=""https://github.com/lvgalvao/API-Do-Jupyter-Notebook-Pro-Deploy"">https://github.com/lvgalvao/AP...</a></p><p>Link do repositório 02:&nbsp;<a href=""https://github.com/lvgalvao/Do-Jupyter-Notebook-Pro-Deploy"">https://github.com/lvgalvao/Do...</a></p><p></p>"
Workshops Clássicos,WORKSHOP #2 | Do Jupyter Notebook pro Deploy,https://jornadadedados.alpaclass.com/c/cursos/SCeJfe?from=contents,99829,Workshop na íntegra,508350,WORKSHOP #2 | Do Jupyter Notebook pro Deploy - PARTE 2,lCcSK6,https://jornadadedados.alpaclass.com/c/cursos/SCeJfe?lessonSlug=lCcSK6,False,"Nessa segunda parte da imersão, aprofundamos as especificações de PR e estressamos os testes até a subida em produção",
Workshops Clássicos,WORKSHOP #3 | Como construir um DW sem pagar muito,https://jornadadedados.alpaclass.com/c/cursos/vLl4ov?from=contents,99830,Parte 01,508352,WORKSHOP #3 | Como construir um DW sem pagar muito - PARTE 2,MXOoeq,https://jornadadedados.alpaclass.com/c/cursos/vLl4ov?lessonSlug=MXOoeq,False,"Após o intervalo, voltamos focado nas especificações e configurações no DW.",
Workshops Clássicos,WORKSHOP #3 | Como construir um DW sem pagar muito,https://jornadadedados.alpaclass.com/c/cursos/vLl4ov?from=contents,99830,Parte 01,508351,WORKSHOP #3 | Como construir um DW sem pagar muito - PARTE 1,Nd5GEI,https://jornadadedados.alpaclass.com/c/cursos/vLl4ov?lessonSlug=Nd5GEI,False,"Pensando na praticidade e baixo investimento, nesse workshop de 4 horas a gente vai construir um data warehouse, usando as ferramentas tops",
Workshops Clássicos,WORKSHOP #3 | Como construir um DW sem pagar muito,https://jornadadedados.alpaclass.com/c/cursos/vLl4ov?from=contents,100718,Parte 02,512973,Vídeo,VRiEW5,https://jornadadedados.alpaclass.com/c/cursos/vLl4ov?lessonSlug=VRiEW5,False,,"<p>Como configurar Duckdb no windows e linux</p><p>Link da super ajuda do <a target=""_self"" href=""https://www.linkedin.com/in/ACoAADTr4HoB9pteZ0N42_U5Od6f3d26UVbXX7M"" data-test-app-aware-link="""">Kaio Silva</a><br><a target=""_self"" href=""https://github.com/kaiohp/duckdb-on-linux"" data-test-app-aware-link="""">https://github.com/kaiohp/duckdb-on-linux</a></p><p>Link do repositório: <br><a target=""_self"" href=""https://github.com/lvgalvao/W03_duckdb_dbt"" data-test-app-aware-link="""">https://github.com/lvgalvao/W03_duckdb_dbt</a><br><br>Link da documentação:<br><a target=""_self"" href=""https://lvgalvao.github.io/W03_duckdb_dbt/"" data-test-app-aware-link="""">https://lvgalvao.github.io/W03_duckdb_dbt/</a><br><br>Link da super ajuda do <a target=""_self"" href=""https://www.linkedin.com/in/ACoAADTr4HoB9pteZ0N42_U5Od6f3d26UVbXX7M"" data-test-app-aware-link="""">Kaio Silva</a><br><a target=""_self"" href=""https://github.com/kaiohp/duckdb-on-linux"" data-test-app-aware-link="""">https://github.com/kaiohp/duckdb-on-linux</a></p>"
Workshops Clássicos,WORKSHOP #3 | Como construir um DW sem pagar muito,https://jornadadedados.alpaclass.com/c/cursos/vLl4ov?from=contents,100718,Parte 02,512122,Código e CSV,LSih2a,https://jornadadedados.alpaclass.com/c/cursos/vLl4ov?lessonSlug=LSih2a,False,,"<p></p><p>Código&nbsp;<a href=""https://github.com/lvgalvao/Workshop03_duckdb_dbt"">https://github.com/lvgalvao/Wo...</a></p><p>Download csv&nbsp;<a href=""https://drive.google.com/drive/folders/1D8fsqnVaB97OYHr03buo8SqelD4zlkUX?usp=drive_link"">https://drive.google.com/drive...</a></p>"
Workshops Clássicos,WORKSHOP #4 | Projeto e Processo de Dados do Zero,https://jornadadedados.alpaclass.com/c/cursos/d18yuA?from=contents,99833,Workshop na íntegra,508353,WORKSHOP #4 | Projeto e Processo de Dados do Zero,stLEqn,https://jornadadedados.alpaclass.com/c/cursos/d18yuA?lessonSlug=stLEqn,False,Nesse workshop nosso foco é evoluir nossa solução de validador de Excel para integrar com uma solução de SQL,"<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">
<html><body><p></p>

<p>Link do Excalidraw:&nbsp;<a href=""https://link.excalidraw.com/readonly/V3ck4t59N0y6MBgI8CRV"">https://link.excalidraw.com/re...</a></p>
<p>Link do Reposit&oacute;rio da Aula:&nbsp;<a href=""https://github.com/lvgalvao/workshop-01-ao-vivo"">https://github.com/lvgalvao/wo...</a></p></body></html>
"
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,108683,WORKSHOP #5 | Qualidade em Projeto de Dados,554495,Parte 1,ulzccm,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=ulzccm,False,,
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,108683,WORKSHOP #5 | Qualidade em Projeto de Dados,554660,Parte 2,NZkt0Q,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=NZkt0Q,False,,
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,108683,WORKSHOP #5 | Qualidade em Projeto de Dados,569892,Links externos,hEd7hK,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=hEd7hK,False,"Repositório: https://github.com/lvgalvao/workshop_02_aovivo
Excalidraw: https://link.excalidraw.com/l/8pvW6zbNUnD/6tv5pWIPbNS","<p>Repositório: <a href=""https://github.com/lvgalvao/workshop_02_aovivo"">https://github.com/lvgalvao/wo...</a><br>Excalidraw: <a href=""https://link.excalidraw.com/l/8pvW6zbNUnD/6tv5pWIPbNS"">https://link.excalidraw.com/l/...</a></p>"
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,109075,Base Bootcamp,556434,Aula 02 - Abertura,VnmSgL,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=VnmSgL,False,"TypeError, Type Check, Type Conversion, try-except e if
",
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,109075,Base Bootcamp,556443,Aula 01 - Conteúdo Técnico,rMp52z,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=rMp52z,False,,
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,109075,Base Bootcamp,556444,Aula 01 - Desafio,SVP66S,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=SVP66S,False,,
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,109075,Base Bootcamp,556441,Aula 01 - Abertura,KATzwj,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=KATzwj,False,"Variáveis em Python: str, int, float e bool
",
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,109075,Base Bootcamp,556446,Aula 03 - Abertura,SVZFNJ,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=SVZFNJ,False,"Controle de Fluxo: DEBUG, IF, FOR, While, Listas e Dicionários
",
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,109075,Base Bootcamp,556452,Aula 04 - Parte 2 - Trabalhando com arquivos e funções,Gwhbh0,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=Gwhbh0,False,,
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,109075,Base Bootcamp,556437,Aula 02 - Dúvidas,Piuwu6,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=Piuwu6,False,,
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,109075,Base Bootcamp,556451,"Aula 04 - Parte 1 - Typing, Listas e Dicionário",KHbzCr,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=KHbzCr,False,"Tipos complexos e Type Hint (Dicionários vs DataFrames Vs Tabelas Vs Excel)
",
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,109075,Base Bootcamp,556456,Aula 05 - Dúvidas,60AYLa,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=60AYLa,False,,
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,109075,Base Bootcamp,556455,Aula 05 - Conteúdo Técnico,ADNteK,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=ADNteK,False,,
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,109075,Base Bootcamp,556447,Aula 03 - Conteúdo Técnico,eE8biu,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=eE8biu,False,,
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,109075,Base Bootcamp,556435,Aula 02 - Conteúdo Técnico,oXg5yN,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=oXg5yN,False,,
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,109075,Base Bootcamp,556436,Aula 02 - Desafio,YdOuGQ,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=YdOuGQ,False,,
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,109075,Base Bootcamp,556448,Aula 03 - Desafio,127Lf0,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=127Lf0,False,,
Workshops Clássicos,WORKSHOP #5 | Qualidade em Projeto de Dados,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?from=contents,109075,Base Bootcamp,556454,Aula 05 - Abertura ,02jwGS,https://jornadadedados.alpaclass.com/c/cursos/YuGUkv?lessonSlug=02jwGS,False,"Projeto 01: Leitura e Escrita de Arquivos, lendo 1 bilhão de linhas
",
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118455,Seja Bem-vindo!,606514,É o primeiro passo da jornada,gAGi4t,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=gAGi4t,False,"Vídeo com onboarding
- Recomendações de início
- Primeiros passos
- Suporte",
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118455,Seja Bem-vindo!,606517,"Como instalar Python em 2024 + Pyenv, PIP, VENV, PIPX e Poetry",KrOxQo,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=KrOxQo,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118455,Seja Bem-vindo!,606516,"Como instalar Python em 2024 + VSCode, Git e Github do Zero",4NUHgx,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=4NUHgx,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118455,Seja Bem-vindo!,606518,Como instalar Python + Entendendo PATH e Pyenv em detalhes,q9i8tM,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=q9i8tM,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,99839,Workshop na íntegra 27/04,508358,Conteúdo | Parte 01,QsEWhu,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=QsEWhu,False,,"<p>Github:&nbsp;<a href=""https://github.com/lvgalvao/data-engineering-roadmap/tree/main/06-restAPI-fastAPI-deploy"">https://github.com/lvgalvao/da...</a></p>"
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,99839,Workshop na íntegra 27/04,599257,Conteúdo | Parte 02,fGLuzt,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=fGLuzt,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118343,Workshop na íntegra 11/05,609878,Conteúdo | Parte 05 | Kaio,lDOcmD,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=lDOcmD,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118343,Workshop na íntegra 11/05,609876,Conteúdo | Parte 03 | Fábio,nm7vMD,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=nm7vMD,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118343,Workshop na íntegra 11/05,609877,Conteúdo | Parte 04 | Kaio,Ulr1q1,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=Ulr1q1,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118343,Workshop na íntegra 11/05,609875,Conteúdo | Parte 02 | Fábio,PPE1G0,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=PPE1G0,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118343,Workshop na íntegra 11/05,609874,Conteúdo | Parte 01 | Luciano,AiJO1f,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=AiJO1f,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118341,Bootcamp Python,605901,Aula 02,DiUwSO,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=DiUwSO,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118341,Bootcamp Python,605903,Aula 04 parte 1,0cjbw9,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=0cjbw9,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118341,Bootcamp Python,605902,Aula 03,j5gneD,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=j5gneD,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118341,Bootcamp Python,605904,Aula 04 parte 2,jsbJym,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=jsbJym,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118341,Bootcamp Python,605900,Aula 01,PTisiJ,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=PTisiJ,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118341,Bootcamp Python,606501,Aula 05,tGWyhi,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=tGWyhi,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118342,Bootcamp SQL,606503,Aula 01,rynLb4,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=rynLb4,False,,
Workshops Clássicos,WORKSHOP #9 | Construindo uma API do Zero ao Deploy,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?from=contents,118342,Bootcamp SQL,606504,Aula 02,cSM0y7,https://jornadadedados.alpaclass.com/c/cursos/h2Bq1X?lessonSlug=cSM0y7,False,,
